tweet,predicted_labels
support whomever care need support modi well support congress party,Negative
shame nirav modi mehull choksi vikram kothari jatin mehta etc looted govt banks sameer gehlaut gagan banga looted cores investors help cooperation roc delhi given poa loot stolen shares help cdsl,Negative
rahul fight seat bhakt rahul coward varanasi vadodara modi fought,Negative
spot arun jaitleyji let keep going lower higher modi government goes,Possitive
seems proving dirtiest politician country telangana kcr said want want modi jagan state,Negative
hahahha sir per nehru father gyasuddin one thing sure nehru even death giving sleepless night modi brigade,Possitive
priyanka retorts bjp claims pakistan cheer congress wins,Possitive
end day modi destroyed everything,Negative
surjewala taking inspiration party ideology attack modi government suji hai,Negative
also say modi govt expert counter rajan,Negative
dhokla asaduddin owaisi doubles beef attack modi sushen mohan gupta,Negative
ahmed modi arrives yola international airport ahead thursday th fixed inec supplementary election adamawa state,Negative
bringing bodies poor miners mine wont create spectacle benefit bjp supreme leader modi media wont bother raise issue,Negative
yesterday prime minister modi stated interview arnav goswami record maintained government created jobs figures brought indians believe congress,Negative
modi shah excluded lok sabha candidate list,Negative
enough enoughmodi modi least government officials stay bay politics drdo organization run indian govt gets medal th track field considered important sorry dont feel glad copying,Possitive
partial list write national assets institutions created cong regime modi bhakts become unconscious,Negative
butler pretty much crease till ashwin completed action,Possitive
says modi made mallya run commission mallya paid congress reported nirav modi seems allege paid crores commissions congress,Negative
people country forgive make antiindia statements desire become heroes pakistan modi agreed,Negative
danger modi returning power land taken back,Negative
today started jalandhar running towards dasuya modi,Negative
even imagine life going without power enjoying manufactured modi chants would disappear oblivion,Possitive
know deserve modi dont deserve next pmthats sure,Possitive
hail modi surgically sidelining,Negative
yes modi clear important issue corruption gangawater ganga certainly cleaner enough called transparent choice supportive lawmakers still translucent believe india administered clean people needs daagdars,Possitive
verdict giving clean chit narendra modi asat announcement burnol record highest sales,Possitive
common people problem give break harm addressing nation modi monmohan singh,Negative
sir name written history books hearts doubtu remembered ever workswe proudly say chowkidar narender modi always inspire everybody know even opposition ull win elections,Possitive
issues notice makers narendra modi biopic seek comments delaying release,Negative
india,Negative
modi one side rahul gandhi like comparing gold shit know rahul gandhi shit,Negative
setting head chowkidaar pls deposit atleast lac bank act waiting bangkok pattaya since yrs bloody moron anchors asking modi govt yrs guyz bothered silent opposition,Negative
becouse talk issue modi pay,Negative
india today article says drdo building block asat modi marketing test election,Negative
days true secularism hate modi rss praise kanaiah kumar would like break india pieces satisfy gang real agony people following blindly,Negative
vote modi blore south canvas surya,Negative
listen told message cause get personal family reply abuse everyone knows delusional indians want destroy pak modi wished pakistan day check tweet,Negative
